Discipline,Specialty,Year,AllRef,OutSpecRef,OutDiscRef,AllCit,OutSpecCit,OutDiscCit
Biomedical Research,Miscellaneous Biomedical Research,1997,37044,0.87,0.56,46906,0.85,0.64
Biomedical Research,Miscellaneous Biomedical Research,1998,39692,0.88,0.57,51958,0.86,0.65
Biomedical Research,Miscellaneous Biomedical Research,1999,42234,0.87,0.55,55166,0.86,0.64
Biomedical Research,Miscellaneous Biomedical Research,2000,40027,0.86,0.56,62925,0.87,0.66
Biomedical Research,Miscellaneous Biomedical Research,2001,44081,0.86,0.56,61233,0.85,0.64
Biomedical Research,Miscellaneous Biomedical Research,2002,47180,0.85,0.55,67139,0.88,0.66
Biomedical Research,Miscellaneous Biomedical Research,2003,51208,0.85,0.55,72518,0.88,0.66
Biomedical Research,Miscellaneous Biomedical Research,2004,58811,0.86,0.57,76051,0.89,0.67
Biomedical Research,Miscellaneous Biomedical Research,2005,66362,0.85,0.56,91560,0.9,0.67
Biomedical Research,Miscellaneous Biomedical Research,2006,68867,0.86,0.56,76197,0.89,0.65
Biomedical Research,Miscellaneous Biomedical Research,2007,74142,0.87,0.58,66514,0.88,0.65
Biomedical Research,Miscellaneous Biomedical Research,2008,70720,0.87,0.6,54328,0.86,0.65
Biomedical Research,Miscellaneous Biomedical Research,2009,83811,0.87,0.59,56694,0.87,0.66
Biomedical Research,Miscellaneous Biomedical Research,2010,102359,0.87,0.58,56120,0.87,0.65
Biomedical Research,Miscellaneous Biomedical Research,2011,113400,0.87,0.59,44652,0.86,0.65
Biomedical Research,Miscellaneous Biomedical Research,2012,109004,0.87,0.6,28547,0.86,0.65
Biomedical Research,Miscellaneous Biomedical Research,2013,117612,0.87,0.61,14485,0.84,0.64
Biomedical Research,Miscellaneous Biomedical Research,2014,118574,0.86,0.61,3207,0.85,0.68
Biomedical Research,Nutrition & Dietetic,1950,1992,0.83,0.37,4896,0.74,0.54
Biomedical Research,Nutrition & Dietetic,1951,1079,0.83,0.41,2176,0.71,0.52
Biomedical Research,Nutrition & Dietetic,1952,2217,0.82,0.42,3865,0.73,0.52
Biomedical Research,Nutrition & Dietetic,1953,3098,0.85,0.45,5758,0.72,0.53
Biomedical Research,Nutrition & Dietetic,1954,2755,0.81,0.44,4809,0.68,0.51
Biomedical Research,Nutrition & Dietetic,1955,3517,0.81,0.46,6168,0.69,0.52
Biomedical Research,Nutrition & Dietetic,1956,4011,0.8,0.46,6959,0.73,0.59
Biomedical Research,Nutrition & Dietetic,1957,3550,0.78,0.46,6243,0.71,0.56
Biomedical Research,Nutrition & Dietetic,1958,4216,0.79,0.39,7263,0.7,0.56
Biomedical Research,Nutrition & Dietetic,1959,4279,0.77,0.43,6942,0.65,0.5
Biomedical Research,Nutrition & Dietetic,1960,5687,0.8,0.42,10735,0.72,0.54
Biomedical Research,Nutrition & Dietetic,1961,6434,0.81,0.45,10516,0.71,0.55
Biomedical Research,Nutrition & Dietetic,1962,7311,0.79,0.46,10607,0.7,0.56
Biomedical Research,Nutrition & Dietetic,1963,7106,0.78,0.44,11348,0.66,0.52
Biomedical Research,Nutrition & Dietetic,1964,7641,0.78,0.47,11774,0.7,0.55
Biomedical Research,Nutrition & Dietetic,1965,7078,0.75,0.44,14106,0.68,0.56
Biomedical Research,Nutrition & Dietetic,1966,7123,0.76,0.44,13767,0.69,0.56
Biomedical Research,Nutrition & Dietetic,1967,7741,0.76,0.44,15733,0.69,0.54
Biomedical Research,Nutrition & Dietetic,1968,8199,0.78,0.41,14564,0.69,0.54
Biomedical Research,Nutrition & Dietetic,1969,12437,0.81,0.44,16863,0.7,0.55
Biomedical Research,Nutrition & Dietetic,1970,10679,0.79,0.44,20131,0.71,0.56
Biomedical Research,Nutrition & Dietetic,1971,12222,0.79,0.42,16899,0.7,0.57
Biomedical Research,Nutrition & Dietetic,1972,14301,0.78,0.44,22434,0.71,0.54
Biomedical Research,Nutrition & Dietetic,1973,15103,0.77,0.46,21489,0.7,0.57
